Date,Open,High,Low,Close,Adj Close,Volume
2017-07-10,242.110001,242.800003,241.759995,242.369995,222.223724,36663300
2017-07-11,242.369995,242.550003,240.850006,242.190002,222.058670,50354600
2017-07-12,243.300003,244.199997,243.300003,244.009995,223.727371,59610400
2017-07-13,244.020004,244.550003,243.759995,244.419998,224.103363,39471600
2017-07-14,244.419998,245.970001,244.309998,245.559998,225.148529,60262700
2017-07-17,245.470001,245.910004,245.330002,245.529999,225.121078,33531900
2017-07-18,245.059998,245.720001,244.669998,245.660004,225.240280,42742500
2017-07-19,246.020004,247.000000,246.009995,246.990005,226.459717,51034300
2017-07-20,247.279999,247.419998,246.470001,247.100006,226.560547,47135200
2017-07-21,246.440002,246.910004,246.179993,246.880005,226.358856,82340800
2017-07-24,246.789993,246.979996,246.279999,246.820007,226.303818,46622300
2017-07-25,247.679993,247.800003,247.160004,247.419998,226.853928,54915600
2017-07-26,247.750000,247.789993,247.130005,247.429993,226.863083,47575400
2017-07-27,247.960007,248.000000,245.679993,247.199997,226.652222,70766600
2017-07-28,246.649994,247.059998,246.130005,246.910004,226.386322,50088400
2017-07-31,247.369995,247.479996,246.529999,246.770004,226.258011,65838700
2017-08-01,247.460007,247.500000,246.720001,247.320007,226.762253,55050400
2017-08-02,247.470001,247.600006,246.369995,247.440002,226.872299,47211200
2017-08-03,247.309998,247.339996,246.639999,246.960007,226.432236,40856000
2017-08-04,247.520004,247.789993,246.970001,247.410004,226.844772,60191800
2017-08-07,247.490005,247.869995,247.369995,247.869995,227.266525,31995000
2017-08-08,247.509995,248.910004,246.830002,247.259995,226.707245,61719400
2017-08-09,246.470001,247.309998,246.059998,247.250000,226.698074,62632600
2017-08-10,246.289993,246.440002,243.699997,243.759995,223.498169,120479500
2017-08-11,244.020004,244.800003,243.750000,244.119995,223.828232,74869900
2017-08-14,245.589996,246.789993,245.550003,246.539993,226.047073,73291900
2017-08-15,246.979996,247.000000,246.160004,246.509995,226.019577,55242700
2017-08-16,247.110001,247.570007,246.449997,246.940002,226.413849,56715500
2017-08-17,246.240005,246.600006,243.089996,243.089996,222.883865,128490400
2017-08-18,242.899994,244.190002,242.199997,242.710007,222.535446,136748000
2017-08-21,242.639999,243.199997,241.830002,242.899994,222.709671,65469700
2017-08-22,243.570007,245.619995,243.550003,245.440002,225.038483,63140100
2017-08-23,244.330002,245.050003,244.160004,244.559998,224.231689,50203800
2017-08-24,245.000000,245.179993,243.750000,243.990005,223.709061,50741700
2017-08-25,244.899994,245.610001,244.389999,244.559998,224.231689,64445900
2017-08-28,245.169998,245.199997,244.089996,244.570007,224.240860,40565600
2017-08-29,243.059998,245.149994,242.929993,244.850006,224.497574,51135700
2017-08-30,244.830002,246.320007,244.619995,246.009995,225.561127,62030800
2017-08-31,246.720001,247.770004,246.050003,247.490005,226.918137,103803900
2017-09-01,247.919998,248.330002,247.669998,247.839996,227.239029,62007000
2017-09-05,247.259995,247.520004,244.949997,246.059998,225.606995,91398800
2017-09-06,246.839996,247.279999,246.229996,246.899994,226.377151,57916900
2017-09-07,247.250000,247.270004,246.399994,246.869995,226.349625,58034700
2017-09-08,246.539993,247.110001,246.300003,246.580002,226.083771,63832800
2017-09-11,248.039993,249.300003,248.020004,249.210007,228.495163,71364800
2017-09-12,249.630005,250.089996,249.419998,250.050003,229.265366,56896000
2017-09-13,249.720001,250.210007,249.589996,250.169998,229.375366,59228000
2017-09-14,249.800003,250.320007,249.600006,250.089996,229.302002,95446300
2017-09-15,248.690002,249.289993,248.570007,249.190002,229.610718,95432400
2017-09-18,249.610001,250.119995,249.279999,249.720001,230.099060,46235200
2017-09-19,250.000000,250.070007,249.600006,249.970001,230.329437,47108100
2017-09-20,250.070007,250.190002,248.919998,250.059998,230.412308,59574100
2017-09-21,249.880005,249.979996,249.190002,249.389999,229.794968,48211400
2017-09-22,249.050003,249.630005,249.020004,249.440002,229.841064,51214000
2017-09-25,249.149994,249.550003,248.080002,248.929993,229.371140,57064400
2017-09-26,249.419998,249.699997,248.809998,249.080002,229.509369,54082000
2017-09-27,249.880005,250.490005,248.869995,250.050003,230.403137,81001400
2017-09-28,249.729996,250.440002,249.630005,250.350006,230.679565,44778800
2017-09-29,250.339996,251.320007,250.130005,251.229996,231.490433,85578000
2017-10-02,251.490005,252.320007,251.289993,252.320007,232.494781,59023000
2017-10-03,252.320007,252.889999,252.229996,252.860001,232.992340,66810200
2017-10-04,252.690002,253.440002,252.559998,253.160004,233.268799,55953600
2017-10-05,253.539993,254.679993,253.199997,254.660004,234.650894,63522800
2017-10-06,254.149994,254.699997,253.850006,254.369995,234.383698,80646000
2017-10-09,254.630005,254.699997,253.649994,253.949997,233.996704,35803100
2017-10-10,254.600006,255.050003,253.979996,254.619995,234.614029,43057400
2017-10-11,254.509995,255.020004,254.320007,255.020004,234.982635,47674300
2017-10-12,254.660004,255.059998,254.369995,254.639999,234.632462,47065100
2017-10-13,255.139999,255.270004,254.639999,254.949997,234.918121,54800400
2017-10-16,255.210007,255.509995,254.820007,255.289993,235.231430,38221700
2017-10-17,255.229996,255.520004,254.979996,255.470001,235.397293,31561000
2017-10-18,255.899994,255.949997,255.500000,255.720001,235.627609,40888300
2017-10-19,254.830002,255.830002,254.350006,255.789993,235.692108,61903800
2017-10-20,256.700012,257.140015,255.770004,257.109985,236.908401,89176400
2017-10-23,257.480011,257.510010,256.019989,256.109985,235.986984,63915300
2017-10-24,256.600006,256.829987,256.149994,256.559998,236.401642,66935900
2017-10-25,256.179993,256.309998,254.000000,255.289993,235.231430,103715300
2017-10-26,255.990005,256.299988,255.479996,255.619995,235.535477,69798000
2017-10-27,256.470001,257.890015,255.630005,257.709991,237.461227,85562500
2017-10-30,256.470001,257.600006,256.410004,256.750000,236.576675,54285700
2017-10-31,257.179993,257.440002,256.809998,257.149994,236.945267,60304800
2017-11-01,258.040009,258.429993,257.070007,257.489990,237.258514,54202700
2017-11-02,257.410004,257.750000,256.190002,257.589996,237.350677,56449500
2017-11-03,257.769989,258.500000,257.299988,258.450012,238.143143,59589700
2017-11-06,258.299988,259.000000,258.220001,258.850006,238.511703,49652600
2017-11-07,258.970001,259.350006,258.089996,258.670013,238.345856,57502200
2017-11-08,258.470001,259.220001,258.149994,259.109985,238.751221,50469600
2017-11-09,257.730011,258.390015,256.359985,258.170013,237.885147,95085500
2017-11-10,257.730011,258.290009,257.369995,258.089996,237.811417,59984700
2017-11-13,257.309998,258.589996,257.269989,258.329987,238.032562,50228600
2017-11-14,257.410004,257.850006,256.519989,257.730011,237.479691,61315200
2017-11-15,256.619995,257.220001,255.630005,256.440002,236.291061,80811500
2017-11-16,257.519989,259.040009,257.470001,258.619995,238.299789,67777000
2017-11-17,258.220001,258.589996,257.769989,257.859985,237.599472,75756800
2017-11-20,258.140015,258.519989,257.859985,258.299988,238.004913,48075500
2017-11-21,259.179993,260.200012,258.260010,259.989990,239.562088,69176800
2017-11-22,260.000000,260.149994,259.570007,259.760010,239.350189,45033400
2017-11-24,260.320007,260.480011,260.160004,260.359985,239.903061,27856500
2017-11-27,260.410004,260.750000,260.000000,260.230011,239.783249,52274900
2017-11-28,260.760010,262.899994,260.649994,262.869995,242.215805,98971700
2017-11-29,263.019989,263.630005,262.200012,262.709991,242.068390,77512100
2017-11-30,263.760010,266.049988,263.670013,265.010010,244.187714,127894400
2017-12-01,264.760010,265.309998,260.760010,264.459991,243.680862,164390900
2017-12-04,266.309998,266.799988,264.079987,264.140015,243.386093,94040600
2017-12-05,263.190002,265.149994,263.040009,263.190002,242.510696,77994500
2017-12-06,263.299988,263.730011,262.709991,263.239990,242.556747,75898600
2017-12-07,264.070007,264.429993,262.940002,264.070007,243.321533,77218600
2017-12-08,265.160004,265.519989,264.029999,265.510010,244.648438,76563900
2017-12-11,266.309998,266.380005,265.480011,266.309998,245.385574,83077500
2017-12-12,267.209991,267.320007,266.350006,266.779999,245.818619,85195800
